,EP,EP_Predicted
188,431.76,435.1273434717528
189,454.97,461.53859422663305
190,456.7,450.56753299126456
191,486.03,486.1716760365383
192,472.79,473.80975372881966
193,452.03,448.19117701446424
194,443.41,450.6698998420854
195,441.93,440.40311269275463
196,432.64,432.56286439846684
197,480.25,481.12042358979863
198,466.68,462.49013380690906
199,494.39,488.50384567495473
200,454.72,448.8930926413133
201,448.71,451.33458601813516
202,469.76,456.27533838830624
203,450.71,452.68905906641123
204,444.01,442.4871534032777
205,453.2,451.13491942639854
206,450.87,447.9904796521153
207,441.73,446.556742107651
208,465.09,467.47571229663515
209,447.28,445.4438150679614
210,491.16,485.73005092409437
211,450.98,450.11452296941974
212,446.3,444.49238789659614
213,436.48,433.54194427243687
214,460.84,463.6404639852718
215,442.56,441.33027346215533
216,467.3,467.44618130762024
217,479.13,471.7803920302695
218,441.15,443.2239548662416
219,445.52,444.25006561480103
220,475.4,472.3244953740522
221,469.3,466.81805859214467
222,463.57,469.3165498593538
223,445.32,438.8996946372973
224,461.03,462.9309362091092
225,466.74,468.1543977720735
226,444.04,444.9827602387145
227,434.01,434.3406631732593
228,465.23,464.3655668014716
229,440.6,435.3791846714226
230,466.74,465.96535116456494
231,433.48,435.98842652164666
232,473.59,470.8561129008085
233,474.81,469.6086251901887
234,454.75,459.31554336408686
235,452.94,451.1604126080681
236,435.83,433.664996962984
237,482.19,483.7595044245046
238,466.66,468.8934544495329
239,462.59,463.8277402138045
240,447.82,446.0912396363953
241,462.73,470.3851909753831
242,447.98,444.61446568674245
243,462.72,465.85182678340766
244,442.42,445.0219147724248
245,444.69,443.0843317945949
246,466.7,468.4724401884952
247,453.84,450.67186358303945
248,436.92,434.82625976004414
249,486.37,485.17114551158835
250,440.43,441.82978198083504
251,446.82,443.40197982706223
252,484.91,486.20653279941575
253,437.76,434.19203890442935
254,438.91,435.9014904271509
255,464.19,463.2203402499861
256,442.19,440.2862271691413
257,446.86,444.5338421793184
258,457.15,462.93106342795716
259,482.57,486.01485689847937
260,476.03,473.553565834955
261,428.89,432.4287941248463
262,472.7,472.30183356897464
263,445.6,445.31924470324964
264,464.78,461.0137498505142
265,440.42,444.51908131493366
266,428.41,431.69811623749393
267,438.5,439.69502013392713
268,438.28,441.4111849741029
269,476.29,477.1989891349005
270,448.46,446.7507748109233
271,438.99,438.1285675634857
272,471.8,474.0897158801372
273,471.81,468.2755088167009
274,449.82,451.78757698027664
275,442.14,438.7095827790624
276,441.46,442.77273851537876
277,477.62,477.70973172299733
278,446.76,449.18204804140254
279,472.52,468.4367754959339
280,471.58,476.0400655396999
281,440.85,434.55460764825483
282,431.37,434.0138252504424
283,437.33,431.87626467676495
284,469.22,477.0671101101723
285,471.11,479.53832585542784
286,439.17,435.1376884619603
287,445.33,447.3479481626572
288,473.71,474.0897158801372
289,452.66,451.8092014826108
290,440.99,441.47344492622716
291,467.42,467.107193440921
292,444.14,442.1074294914133
293,457.17,455.02680231704795
294,467.87,464.39102413371785
295,442.04,438.7059204683769
296,471.36,463.53434904795853
297,460.7,473.18743525488645
298,431.33,433.73400479416483
299,432.6,432.64181000566055
300,447.61,450.65632548673835
301,443.87,441.54875630491034
302,446.87,447.3055258346864
303,465.74,472.0361994691176
304,447.86,450.7604446082219
305,447.65,445.76236321532383
306,437.87,443.38539328940783
307,483.51,479.22955093493096
308,479.65,476.78439959157816
309,455.16,451.80165823319584
310,431.91,437.23621252656653
311,470.68,469.39278163817085
312,429.28,434.9617788680196
313,450.81,449.16594003151596
314,437.73,437.5239083824201
315,460.21,460.9599413856886
316,442.86,443.3992796077161
317,482.99,474.12635483015777
318,440.0,440.58638449960864
319,478.48,477.87690683326747
320,455.28,451.7042112297437
321,436.94,436.0805858135
322,461.06,463.7092219305968
323,438.28,440.3757518142539
324,472.61,476.95351515360454
325,426.85,431.04418390320615
326,470.18,471.04846721604343
327,455.38,448.5604928673732
328,428.32,433.34566856628385
329,480.35,477.92750736421266
330,455.56,455.35308755014705
331,447.66,451.15817498410934
332,443.06,436.9280900837033
333,452.43,450.7746143940191
334,477.81,477.5821970605713
335,431.66,431.3249030250107
336,431.8,432.0803980120021
337,446.67,440.23150822177735
338,445.26,444.6979908209489
339,425.72,433.70154284631474
340,430.58,431.78896724210136
341,439.86,443.599634706823
342,441.11,443.3580297723795
343,434.72,436.0779753799224
344,434.01,434.6861949329445
345,475.64,473.21247584250847
346,460.44,467.72476227254447
347,436.4,433.5994533229181
348,461.03,466.5320807035356
349,479.08,475.6637696227092
350,435.76,434.19565075601054
351,460.14,469.7567521978039
352,442.2,438.6535608555795
353,447.69,447.05862973359876
354,431.15,432.29933499510463
355,445.0,447.1495198213181
356,431.59,431.87163805325224
357,467.22,467.3032293723463
358,445.33,443.1510524707835
359,470.57,471.4974609348381
360,473.77,476.56828820032945
361,447.67,445.2641388446621
362,474.29,474.91131182882816
363,437.14,433.1034048851736
364,432.56,431.8529043719838
365,459.14,465.0363605071774
366,446.19,447.4621261850864
367,428.1,432.4841701935074
368,468.46,468.8934544495329
369,435.02,434.1346506623091
370,445.52,444.54461754795835
371,462.69,460.4598806732809
372,455.75,451.6640270054685
373,463.74,470.78447454172243
374,439.79,433.7030507477004
375,443.26,445.15317944484076
376,432.04,434.39151954484413
377,465.86,462.5013781515521
378,465.6,463.8990490751512
379,469.43,472.8129383895604
380,440.75,442.17369659815665
381,481.32,481.8903290489105
382,479.87,479.85870439130883
383,458.59,463.1901937968735
384,438.62,437.438374064795
385,445.59,442.67260080878924
386,481.87,477.4729810908357
387,475.01,473.1365494733501
388,436.54,440.2429564484796
389,456.63,464.6588170892362
390,451.69,448.5148244355596
391,463.04,466.54525419927296
392,446.1,447.9708160400472
393,438.67,440.7401444859955
394,466.88,467.91973456254425
395,444.6,446.03283100919566
396,440.26,445.1492558626886
397,483.92,479.82406252128374
398,475.19,473.85635269618587
399,479.24,476.1551369260417
400,434.92,433.1184836394373
401,454.16,455.462654742476
402,447.58,445.8170339926474
403,467.9,468.01198625384455
404,426.29,434.39562956563077
405,447.02,451.0928778577365
406,455.85,461.4621239297223
407,476.46,475.22334596759623
408,437.48,440.4484023662512
409,452.77,453.53200547035874
410,491.54,486.89901853746005
411,438.41,440.0521436052775
412,476.1,473.83772639345375
413,464.58,465.1761748520175
414,467.74,473.87870435856576
415,442.12,442.07789781887493
416,453.34,448.9681567578352
417,425.29,434.66190625830285
418,449.63,442.9417553741876
419,462.88,463.17070052261863
420,464.67,466.23594647137634
421,489.96,486.8511143070717
422,482.38,485.05282657605034
423,437.95,434.8402786360195
424,429.2,430.71822267782386
425,453.34,453.7035686860314
426,442.47,435.42236485253085
427,462.6,459.30767247664994
428,478.79,474.40409755010626
429,456.11,455.50255487481974
430,450.33,447.96150780903514
431,434.83,432.2789047760951
432,433.43,434.717199238982
433,456.02,451.53573030283667
434,485.23,477.458332283493
435,473.57,478.37553609698205
436,469.94,467.9528780324189
437,452.07,463.1062137145197
438,475.32,481.3253941891859
439,480.69,481.12042358979863
440,444.01,447.38876753439587
441,465.17,458.1464519793967
442,480.61,477.03854738117826
443,476.04,473.31058850879197
444,441.76,443.6472164209347
445,428.24,430.8574461944642
446,444.77,444.79521763778877
447,463.1,467.12073675077767
448,470.5,472.0275609433324
449,431.0,432.26632086177784
450,430.68,431.69811623749393
451,436.42,432.69064912980986
452,452.33,447.7735747329129
453,440.16,442.50717218096025
454,435.75,442.23093843259886
455,449.74,451.0926385222263
456,430.73,433.6840567167855
457,432.75,433.45855037812004
458,446.79,448.66602002632544
459,486.35,481.4735496171002
460,453.18,449.30192231983744
461,458.31,448.9670090581652
462,480.26,477.3638077130548
463,448.65,447.48368441108255
464,458.41,447.42472581609445
465,435.39,436.900487258398
466,450.21,451.4929399209228
467,459.59,461.3610583955795
468,445.84,440.13418237186204
469,441.08,447.5004310953162
470,467.33,465.6045249839281
471,444.19,446.16512535291304
472,432.96,432.8130318396546
473,438.09,437.5124252006572
474,467.9,465.0410125744172
475,475.72,474.12837644262754
476,477.51,477.776275148714
477,435.13,440.6906770601632
478,477.9,481.50933966508234
479,457.26,463.7040812067447
480,467.53,461.3063403625724
481,465.15,472.75814536901385
482,474.28,472.82923886265354
483,444.49,441.0323086156918
484,452.84,456.7205661671575
485,435.38,437.7392552408266
486,433.57,434.61119677559196
487,435.27,433.6061610104643
488,468.49,460.56405653815426
489,433.07,433.4155117004167
490,430.63,431.514601697151
491,440.74,440.5327911987806
492,474.49,475.4060476825153
493,449.74,450.8430319233857
494,436.73,441.28009775986396
495,434.58,437.6465190143132
496,473.93,475.78911079199645
497,435.99,432.5186068722941
498,466.83,467.4129277868791
499,427.22,430.22616228101595
500,444.07,444.1046662202604
501,469.57,466.1887009890309
502,459.89,450.92662256050323
503,479.59,475.6122965230044
504,440.92,443.7536977031488
505,480.87,477.07281592236563
506,441.9,441.7385153174938
507,430.2,434.98829751847063
508,465.16,463.93777573303646
509,471.32,475.2710099785083
510,485.43,483.674326322921
511,495.35,490.58804717986607
512,449.12,446.50304621289945
513,480.53,480.8221286013467
514,457.07,454.53740593852126
515,443.67,442.57111853622575
516,477.52,474.9584516630554
517,472.95,468.33925998779847
518,472.54,475.8522997237655
519,469.17,475.17221569971775
520,435.21,438.60918394751934
521,477.78,476.9663014693052
522,475.89,470.82778167196113
523,483.9,476.7909120474388
524,476.2,472.351709448385
525,462.16,464.3136775138979
526,471.05,467.7871231231784
527,484.71,482.67352367354715
528,446.34,450.3579710179383
529,469.02,466.3769793973261
530,432.12,431.9172571749947
531,467.28,467.522111147355
532,429.66,433.4773691977144
533,469.49,471.52626007111326
534,485.87,481.5357819518156
535,481.95,477.74426456361147
536,479.03,477.8489369933595
537,434.5,438.5954270875011
538,464.9,462.3780059428304
539,452.71,454.81123442749254
540,429.74,433.7451650417122
541,457.09,455.89768277102894
542,446.77,435.8693359426026
543,460.76,468.0346434887456
544,471.95,469.590328127068
545,453.29,458.224880714116
546,441.61,442.11617398551306
547,464.73,463.6000325494725
548,464.68,462.36679185578674
549,430.59,431.83120317488283
550,438.01,434.86122450672923
551,479.08,481.3253941891859
552,436.39,435.87965520296854
553,447.07,447.01178303418425
554,479.91,476.95351515360454
555,489.05,485.4327136412297
556,463.17,462.4218343135541
557,471.26,470.6338854077061
558,480.49,476.29442547885657
559,473.78,479.2783957775082
560,455.5,451.8092014826108
561,446.27,443.71269451079604
562,482.2,477.790223683818
563,452.48,448.33583001625647
564,464.48,461.20798089875973
565,438.1,438.12897802476635
566,445.6,443.8279401092441
567,442.43,434.8517682998048
568,436.67,441.940823156501
569,466.56,463.92083411178146
570,457.29,456.91361585196665
571,487.03,485.60724371257885
572,464.93,461.3747602146228
573,466.0,466.46762849699144
574,469.52,465.74993380950093
575,428.88,435.09032492819773
576,474.3,478.92959884407213
577,461.06,464.4148016579548
578,465.57,461.04710531024506
579,467.67,470.156899956125
580,466.99,471.25002822251736
581,463.72,459.81915997253304
582,443.78,439.68882957610106
583,445.23,438.7299210457251
584,464.43,469.6109783193515
585,484.36,484.2898558869033
586,442.16,443.8056918477911
587,464.11,463.1155521466497
588,462.48,457.88785227905475
589,477.49,477.3290297705108
590,437.04,442.99350347547403
591,457.09,457.5856764933114
592,450.6,453.94167417782444
593,465.78,462.05774380937174
594,427.1,433.9790093466196
595,459.81,461.9087426777434
596,447.36,445.07442037614425
597,488.92,486.71837862749356
598,433.36,437.27957660649747
599,483.35,479.5675095165517
600,469.53,474.9200551950578
601,476.96,470.7158467427942
602,440.75,445.62947223880246
603,462.55,463.2756904389375
604,448.04,453.0981548683505
605,455.24,455.25233776871397
606,494.75,490.58804717986607
607,444.58,446.9401637446109
608,484.82,485.0943887028452
609,442.9,443.56224555747633
610,485.46,486.71337815514187
611,457.81,447.7329560228033
612,481.92,484.73009379084164
613,443.23,443.0027385575059
614,474.29,477.8686912558307
615,430.46,433.67318020522043
616,455.71,452.40470314684427
617,438.34,443.09143933389987
618,485.83,485.8714980167081
619,452.82,459.2002117874629
620,435.04,434.16822797095017
621,451.21,448.0037699398828
622,465.81,465.52257437839523
623,458.42,460.4764926559037
624,470.22,473.16796119750506
625,449.24,455.0411280203391
626,471.43,468.4340724667939
627,473.26,470.61329565011664
628,452.82,449.9348784936849
629,432.69,433.1839398792049
630,444.13,445.8928344684522
631,467.21,475.4328338583207
632,445.98,445.947143502695
633,436.91,431.84430303863945
634,455.01,458.75528137071
635,437.11,436.3180905940032
636,477.06,470.12275640241074
637,441.71,446.12659821150663
638,495.76,489.64028376526
639,445.63,441.6133916047847
640,464.72,467.9461694015493
641,438.03,432.77972273148504
642,434.78,431.24129288302345
643,444.67,445.1025022037021
644,452.24,442.86256800605724
645,450.92,458.9740564325285
646,436.53,432.8143122863234
647,435.53,437.7836913147433
648,440.01,440.8466264892028
649,443.1,440.0944779849514
650,427.49,431.60034462986965
651,436.25,436.8772428956133
652,440.74,434.51776346772715
653,443.54,450.34573800673587
654,459.42,452.76044768566953
655,439.66,441.88432723576483
656,464.15,464.9808113611853
657,459.1,456.2765395782844
658,455.68,447.95046961139735
659,469.08,468.4244741600576
660,478.02,473.8186153728768
661,456.8,461.25166777863933
662,441.13,443.17926463460765
663,463.88,463.5808525606443
664,430.45,431.863464182672
665,449.18,441.28140051054936
666,447.89,450.04610381027175
667,431.59,433.8695114031771
668,447.5,448.58279026205565
669,475.58,475.95750784421216
670,453.24,447.6800495226177
671,446.4,443.12397900731366
672,476.81,476.23085346906936
673,474.1,479.4111723147998
674,450.71,451.8092014826108
675,433.62,436.9886705249975
676,465.14,463.31351596813187
677,445.18,447.8528499022018
678,474.12,479.42851673312015
679,483.91,481.08292072724885
680,486.68,486.5398675972597
681,464.98,463.0174055526068
682,481.4,480.51392234006397
683,479.2,475.80604026547456
684,463.86,463.0301895520027
685,472.3,471.25292800228203
686,446.51,437.2360391084385
687,437.71,439.06197574447214
688,458.94,459.05188861772166
689,437.91,432.14764669174554
690,490.76,485.61279346514704
691,439.66,442.05557591228603
692,463.27,466.1694902822658
693,473.99,471.0942784652883
694,433.38,438.79029586441834
695,459.01,460.3613311819971
696,471.44,468.43927985696945
697,471.91,469.35530299476517
698,465.15,465.62968532322793
699,446.66,449.6117328120281
700,438.15,442.92336992319565
701,447.14,448.5612866486752
702,472.32,471.27269610079384
703,441.68,435.58623613506313
704,440.04,437.9993441825773
705,444.82,439.80011189791384
706,457.26,459.60707736328936
707,428.83,432.92308135637586
708,449.07,453.6160212492896
709,435.21,435.72128845474583
710,471.03,469.65102639548934
711,465.56,463.06882603574195
712,442.83,444.70068554966434
713,460.3,465.085919506278
714,474.25,482.60210541291394
715,477.97,478.58389660776686
716,472.16,478.1576081501062
717,456.08,458.982459119158
718,452.41,447.65184551024583
719,463.71,465.58135210592116
720,433.72,435.58090714162745
721,456.4,455.06481356539786
722,448.43,449.75683467876553
723,481.6,481.3924645652808
724,457.07,456.61109123365844
725,451.0,451.94764628183486
726,440.28,437.59667998564447
727,437.47,432.4378343530134
728,443.57,444.9851665782826
729,426.6,433.16314662385804
730,470.87,469.5566219061205
731,478.37,478.9537339333239
732,453.92,451.60348635940755
733,470.22,465.602615701174
734,434.54,436.3587062776264
735,442.89,443.07274025365285
736,479.03,478.6430760608499
737,476.06,473.8594074489564
738,473.88,476.4989475497392
739,451.75,448.5251818465419
740,439.2,444.76795781729425
741,439.7,445.0219147724248
742,463.6,461.08571670579596
743,447.47,449.45324931726384
744,447.92,451.5019066437623
745,471.08,473.3426414880781
746,437.55,437.324418455648
747,448.27,448.10622199137845
748,431.69,431.50436709335554
749,449.09,453.52301826361617
750,448.79,450.82762036026463
751,460.21,461.8541455636074
752,479.28,473.4754554010063
753,483.11,481.08267771306953
754,450.75,452.09119686733703
755,437.97,436.5209700059945
756,459.76,466.2852575191845
757,457.75,461.05895993362265
758,469.33,468.58317361234975
759,433.28,434.57885241507205
760,444.64,442.97327963634626
761,463.1,461.9903520617387
762,460.91,462.3243400695253
763,479.35,477.1860645615006
764,449.23,449.1876855965453
765,474.51,478.6083501307088
766,435.02,433.0391546741392
767,435.45,434.273924716726
768,452.38,453.97654626353284
769,480.41,479.96560449418536
770,478.96,479.54937146104714
771,468.87,468.31596861325596
772,434.01,433.9572719636308
773,466.36,466.36429067710986
774,435.28,438.0858996198616
775,486.46,483.6166052389796
776,468.19,467.5823605802563
777,468.37,473.44069127942595
778,474.19,470.01001736902924
779,440.32,439.08746685688965
780,485.32,487.32289827885216
781,464.27,464.0620210778682
782,479.25,479.50583487467964
783,430.4,434.2904806875029
784,447.49,446.34592271650695
785,438.23,437.45151692995125
786,492.09,477.4141088024097
787,475.36,471.9352523380703
788,452.56,455.8781130862782
789,427.84,430.8112774197837
790,433.95,436.68708277618407
791,435.27,432.5838758108582
792,454.62,457.66412392645424
793,472.17,465.50081591178576
794,452.42,455.23031177419534
795,472.17,471.8457422332566
796,481.83,479.1832713609204
797,458.78,458.15918761610567
798,447.5,445.83367318901134
799,463.4,458.3705032698159
800,473.57,474.99889832471894
801,433.72,434.9101458401837
802,431.85,435.95317418111154
803,433.47,434.4544941880613
804,432.84,433.29397424689176
805,436.6,432.6008818037803
806,490.23,486.50450311171556
807,477.16,471.0837256265152
808,441.06,436.27635442780144
809,440.86,434.8156356485997
810,477.94,478.8638875978064
811,474.47,470.33121420190434
812,470.67,469.4685164752513
813,447.31,445.66896780590514
814,466.8,462.4845002375103
815,430.91,431.97984869586963
816,434.75,432.35609933701346
817,469.52,466.3686878417269
818,438.9,441.92501800217394
819,429.56,433.8695114031771
820,432.92,435.7805662019325
821,442.87,440.8296057959607
822,466.59,465.3226428835101
823,479.61,482.23854782438804
824,471.08,468.72537882021675
825,433.37,442.587210049541
826,443.92,444.50953050391206
827,443.5,444.1794308658922
828,439.89,440.29775511149467
829,434.66,433.4056597270357
830,487.57,483.39904832453004
831,464.64,470.60696600013677
832,470.92,473.3048535610118
833,444.39,445.0951138824936
834,442.48,441.35633385143444
835,449.61,450.65896283790715
836,435.02,435.2900930034345
837,458.67,462.5975671664867
838,461.74,463.42580905221513
839,438.31,440.37530245150396
840,462.38,462.6084619217708
841,460.56,463.53434904795853
842,439.22,444.07333711209816
843,444.64,442.8081117429609
844,430.34,432.4999324537105
845,430.46,432.67760945437715
846,456.79,457.5349512933034
847,468.82,468.03633630411525
848,448.51,454.8641013561472
849,470.77,468.3308465900312
850,465.74,469.99323699346974
851,430.21,433.1253290922134
852,449.23,449.502036411558
853,461.89,459.54332969826606
854,445.72,444.3957853921807
855,466.13,461.165255663988
856,448.71,449.6117328120281
857,469.25,465.4066496820835
858,450.56,448.2183426204711
859,464.46,463.1483791602983
860,471.13,471.0378049497907
861,461.52,460.2192145648862
862,451.09,450.84956775766324
863,431.51,433.1222638710401
864,469.8,466.530310994495
865,442.28,445.8560705771813
866,458.67,458.99129061587917
867,462.4,460.2924765055621
868,453.54,450.40598743963716
869,444.38,444.70068554966434
870,440.52,436.2044879997285
871,433.62,432.6039333587145
872,481.96,475.62995778081955
873,452.75,456.53556914549705
874,481.28,486.8808476028159
875,439.03,443.442322182806
876,435.75,432.2135058301433
877,436.03,434.0113789262393
878,445.6,443.80915528114383
879,462.65,459.85472290955096
880,438.66,439.06197574447214
881,447.32,447.4007133819281
882,484.55,486.20653279941575
883,476.8,477.10861585805253
884,480.34,477.4284599568674
885,440.63,441.79717749053515
886,459.48,464.86445006650496
887,490.78,477.329076574836
888,483.56,486.2179271788525
889,429.38,433.9055185208964
890,440.27,442.5667405591196
891,445.34,446.4116079687479
892,447.43,447.7553417381966
893,439.91,441.14897611893446
894,459.27,455.15363773865135
895,478.89,482.7791241907522
896,466.7,466.2157301023673
897,463.5,463.2756904389375
898,436.21,435.3579855322522
899,443.94,443.44903890137977
900,439.63,442.8751168136703
901,460.95,455.120898466241
902,448.69,451.70630708804174
903,444.63,439.4301874358824
904,473.51,473.2547792162378
905,462.56,459.6633544425978
906,451.76,452.8290430937458
907,491.81,480.64501308157435
908,429.52,433.83920119298534
909,437.9,441.7630468208842
910,467.54,466.03895938403934
911,449.97,446.2987313185346
912,436.62,437.37323777582543
913,477.68,473.82862734142395
914,447.26,450.83674693567883
915,439.76,441.2981348065346
916,437.49,443.67941623491345
917,455.14,457.1903855186627
918,485.5,481.6453696949328
919,444.1,437.22238461072294
920,432.33,432.09057194744724
921,471.23,476.672093336812
922,463.89,466.0744600621789
923,445.54,445.6877953417223
924,446.09,443.78838992636616
925,445.12,446.3964005431819
926,443.31,446.0525569727091
927,484.16,482.43179269573534
928,477.76,481.81450235604467
929,430.28,432.7999894072981
930,446.48,439.7908816483292
931,481.03,478.8630832998907
932,466.07,460.9889910442106
933,447.47,448.6240568387515
934,455.93,454.7779157120952
935,479.62,475.825014372183
936,455.06,448.1174004536913
937,475.06,482.5342226407886
938,438.89,445.66307255682494
939,432.7,431.2970702690761
940,452.6,453.3708686562187
941,451.75,454.8527501374911
942,430.66,433.2014781688963
943,491.9,488.288226527723
944,439.82,437.9464626867176
945,460.73,464.59841303612046
946,449.7,446.95856011035664
947,439.42,443.7146827187908
948,439.84,442.05557591228603
949,485.86,485.59176470985705
950,458.1,463.36098783099646
951,479.92,476.95351515360454
952,458.29,456.60322612437756
953,489.45,484.3437225621332
954,434.0,434.4481881493955
955,431.24,437.3725163847006
956,439.5,438.4564543820699
957,467.46,465.5797009626519
958,429.27,433.67318020522043
959,452.1,451.03499174704996
960,472.41,471.9210194524528
961,442.14,442.78531209000624
962,441.0,443.4248369317293
963,463.07,465.9660562120963
964,445.71,447.21322881174285
965,483.16,485.0480745518222
966,440.45,436.37951828930534
967,481.83,483.170958050901
968,467.6,477.8367404700512
969,450.88,450.5924971872529
970,425.5,431.4739638383009
971,451.87,448.7330923849798
972,428.94,433.7451650417122
973,439.86,441.7905987448316
974,433.44,432.89048048561847
975,438.23,436.2255559087539
976,436.95,432.6616896234389
977,470.19,467.21211356124184
978,484.66,482.2587999068071
979,430.81,431.0134471380975
980,433.37,433.2626653596444
981,453.02,455.79833394070045
982,453.5,454.36403845220417
983,463.09,462.3237007322033
984,464.56,461.4738157715558
985,452.12,450.0880710315057
986,470.9,468.3642408683397
987,450.89,447.7896493586283
988,445.04,445.3977306692988
989,444.72,443.4600580042072
990,460.38,466.85248526218476
991,446.8,448.8782914912911
992,465.05,463.11491390225126
993,484.13,486.4095297472647
994,488.27,485.2725370519963
995,447.09,449.0923513031653
996,452.02,451.6963916998124
997,455.55,452.0639474381452
998,480.99,476.7234649056047
999,467.68,464.528122970316
1000,458.76,466.111176928636
1001,437.9,442.8002109156842
